unique_id|game_id|play_id|week|x_1|y_1|x_2|y_2|event|play_description|quarter|down|yards_to_go|possession_team|yardline_side|yardline_number|game_clock|absolute_yardline_number|pass_result|offense_play_result|play_result
2018111100_677|2018111100|677|10|32.07|29.93|59.01|13.05|tackle|(3:08) (No Huddle, Shotgun) M.Trubisky pass deep right to A.Robinson II to CHI 49 for 27 yards (N.Lawson).|1|2|8|CHI|CHI|22|03:08:00|32|C|27|27
2018111100_701|2018111100|701|10|59.1|23.81|78.65|6.47|tackle|(2:29) (No Huddle, Shotgun) M.Trubisky pass deep right to B.Braunecker to DET 31 for 20 yards (N.Lawson).|1|1|10|CHI|CHI|49|02:29:00|59|C|20|20
2018111100_744|2018111100|744|10|78.29|23.71|116.68|47.47|pass_outcome_incomplete|(1:42) (Shotgun) M.Trubisky pass incomplete deep left to T.Gabriel (Q.Diggs).|1|1|10|CHI|DET|31|01:42:00|79|I|0|0
2018111100_766|2018111100|766|10|79.04|23.79|72.55|7.91|tackle|(1:36) M.Trubisky pass short middle to T.Cohen to DET 36 for -5 yards (C.Jones).|1|2|10|CHI|DET|31|01:36:00|79|C|-5|-5
2018111100_790|2018111100|790|10|73.07|23.76|113.42|1.16|pass_outcome_touchdown|(:45) (Shotgun) M.Trubisky pass deep right to A.Robinson II for 36 yards, TOUCHDOWN.|1|3|15|CHI|DET|36|00:45:00|74|C|36|36
2018111100_85|2018111100|85|10|43.94|23.68|47.21|0.24|tackle|(14:26) M.Trubisky pass short right to T.Cohen to CHI 37 for 3 yards (N.Lawson).|1|2|1|CHI|CHI|34|14:26:00|44|C|3|3
2018111802_1064|2018111802|1064|11|26.91|23.5|37.59|1.25|tackle|(12:34) (Shotgun) M.Trubisky pass short right to A.Robinson II to CHI 29 for 12 yards (T.Waynes).|2|2|11|CHI|CHI|17|12:34:00|27|C|12|12
2018111802_1111|2018111802|1111|11|43.52|26.32|75.45|54.91|pass_outcome_incomplete|(11:21) (Shotgun) M.Trubisky pass incomplete deep left to A.Miller (A.Harris).|2|2|5|CHI|CHI|34|11:21:00|44|I|0|0
2018111802_1133|2018111802|1133|11|43.39|27.52|51.56|51.32|tackle|(11:14) (Shotgun) M.Trubisky pass short left to T.Gabriel to CHI 42 for 8 yards (T.Waynes).|2|3|5|CHI|CHI|34|11:14:00|44|C|8|8
2018111802_1329|2018111802|1329|11|92.03|29.79|111.45|4.99|pass_outcome_touchdown|(6:07) (Shotgun) M.Trubisky pass deep right to A.Miller for 18 yards, TOUCHDOWN.|2|1|18|CHI|MIN|18|06:07:00|92|C|18|18
2018111802_1606|2018111802|1606|11|51.81|23.36|59.47|5.04|tackle|(3:46) (Shotgun) M.Trubisky pass short right to T.Gabriel to CHI 49 for 6 yards (X.Rhodes).|2|3|3|CHI|CHI|43|03:46:00|53|C|6|6
2018111802_1653|2018111802|1653|11|62.96|26.99|69.98|-0.96|out_of_bounds|(2:33) (Shotgun) M.Trubisky pass short right to T.Cohen pushed ob at MIN 40 for 6 yards (S.Weatherly).|2|2|5|CHI|MIN|46|02:33:00|64|C|6|6
2018111802_1701|2018111802|1701|11|68.92|23.66|66.22|0.23|tackle|(2:00) (Shotgun) M.Trubisky pass short right to T.Gabriel to MIN 40 for no gain (E.Wilson). PENALTY on MIN-E.Wilson, Unsportsmanlike Conduct, 15 yards, enforced at MIN 40.|2|1|10|CHI|MIN|40|02:00:00|70|C|0|15
2018111802_2144|2018111802|2144|11|34.22|23.68|71.2|54.31|out_of_bounds|(14:30) (No Huddle) M.Trubisky pass short left to T.Burton pushed ob at MIN 40 for 36 yards (H.Smith). PENALTY on CHI-A.Miller, Offensive Pass Interference, 10 yards, enforced at CHI 24 - No Play. Penalty on CHI-C.Whitehair, Offensive Holding, declined.|3|2|11|CHI|CHI|24|NA|NA|C|36|-10
2018111802_2263|2018111802|2263|11|51.79|23.7|55.88|30.19|tackle|(12:25) (Shotgun) M.Trubisky pass short middle to T.Gabriel to CHI 48 for 6 yards (E.Kendricks).|3|2|12|CHI|CHI|42|12:25:00|52|C|6|6
2018111802_2288|2018111802|2288|11|57.93|29.85|62.26|54.77|pass_outcome_incomplete|(11:38) (Shotgun) M.Trubisky pass incomplete short left to J.Bellamy.|3|3|6|CHI|CHI|48|11:38:00|58|I|0|0
2018111802_2561|2018111802|2561|11|28.04|23.63|31.33|3.99|tackle|(7:31) M.Trubisky pass short right to B.Braunecker to CHI 22 for 4 yards (E.Kendricks).|3|1|10|CHI|CHI|18|07:31:00|28|C|4|4
2018111802_2586|2018111802|2586|11|31.3|23.71|41.57|23.78|tackle|(6:52) (No Huddle, Shotgun) M.Trubisky pass short middle to A.Robinson II to CHI 32 for 10 yards (E.Wilson).|3|2|6|CHI|CHI|22|06:52:00|32|C|10|10
2018111802_2611|2018111802|2611|11|41.91|26.55|49.14|0.18|out_of_bounds|(6:17) (No Huddle, Shotgun) M.Trubisky pass short right to T.Cohen pushed ob at CHI 39 for 7 yards (H.Smith).|3|1|10|CHI|CHI|32|06:17:00|42|C|7|7
2018111802_2708|2018111802|2708|11|55.46|25.89|82.68|3.41|pass_outcome_incomplete|(3:43) (Shotgun) M.Trubisky pass incomplete deep right to A.Robinson II.|3|2|8|CHI|CHI|46|03:43:00|56|I|0|0
2018111802_2730|2018111802|2730|11|55.94|25.89|42.62|2.4|tackle|(3:37) (Shotgun) M.Trubisky pass deep left intended for A.Robinson II INTERCEPTED by A.Harris at MIN 36. A.Harris to CHI 31 for 33 yards (B.Witzmann).|3|3|8|CHI|CHI|46|03:37:00|56|IN|0|0
2018111802_278|2018111802|278|11|69.67|27.97|75.49|-0.47|out_of_bounds|(9:39) (No Huddle) M.Trubisky pass short right to J.Bellamy pushed ob at MIN 35 for 5 yards (A.Harris).|1|2|3|CHI|MIN|40|09:39:00|50|C|5|5
2018111802_3059|2018111802|3059|11|43.65|23.39|69.23|56.89|pass_outcome_incomplete|(14:33) (Shotgun) M.Trubisky pass incomplete deep left to T.Gabriel.|4|1|10|CHI|CHI|34|14:33:00|76|I|0|0
2018111802_307|2018111802|307|11|74.78|23.29|78.54|50.67|tackle|(8:57) (Shotgun) M.Trubisky pass short left to J.Bellamy to MIN 29 for 6 yards (T.Waynes).|1|1|10|CHI|MIN|35|08:57:00|45|C|6|6
2018111802_3277|2018111802|3277|11|34.76|29.56|43.16|34.46|tackle|(11:46) (Shotgun) M.Trubisky pass short middle to T.Cohen to CHI 35 for 10 yards (H.Smith; A.Harris).|4|1|10|CHI|CHI|25|11:46:00|85|C|10|10
2018111802_332|2018111802|332|11|80.3|29.45|94.05|6.61|tackle|(8:29) (No Huddle) M.Trubisky pass short right to T.Gabriel to MIN 15 for 14 yards (X.Rhodes).|1|2|4|CHI|MIN|29|08:29:00|39|C|14|14
2018111802_3324|2018111802|3324|11|46.66|29.68|42|21.22|pass_outcome_incomplete|(10:27) (Shotgun) M.Trubisky pass incomplete short middle to T.Cohen (M.Alexander).|4|2|8|CHI|CHI|37|10:27:00|73|I|0|0
2018111802_3346|2018111802|3346|11|46.71|29.58|58.18|38.7|tackle|(10:20) (Shotgun) M.Trubisky pass short left to T.Gabriel to CHI 49 for 12 yards (T.Waynes).|4|3|8|CHI|CHI|37|10:20:00|73|C|12|12
2018111802_3371|2018111802|3371|11|58.56|29.44|59.8|9.91|pass_outcome_incomplete|(9:42) (No Huddle) M.Trubisky pass incomplete short right.|4|1|10|CHI|CHI|49|09:42:00|61|I|0|0
2018111802_3393|2018111802|3393|11|58.85|29.43|65.61|25.12|tackle|(9:38) (Shotgun) M.Trubisky pass short middle to A.Miller to MIN 44 for 7 yards (E.Kendricks).|4|2|10|CHI|CHI|49|09:38:00|61|C|7|7
2018111802_3418|2018111802|3418|11|65.59|25.2|68.66|5.05|pass_outcome_incomplete|(8:52) (Shotgun) M.Trubisky pass incomplete short right to A.Robinson II (X.Rhodes).|4|3|3|CHI|MIN|44|08:52:00|54|I|0|0
2018111802_3999|2018111802|3999|11|36.77|29.51|41.78|26.68|pass_outcome_incomplete|(4:04) (Shotgun) M.Trubisky pass incomplete short middle to A.Robinson II (M.Alexander).|4|2|8|CHI|CHI|27|04:04:00|83|I|0|0
2018111802_4021|2018111802|4021|11|36.76|29.49|52.64|36.86|tackle|(3:57) (Shotgun) M.Trubisky pass short middle to A.Robinson II to CHI 44 for 17 yards (H.Smith).|4|3|8|CHI|CHI|27|03:57:00|83|C|17|17
2018111802_403|2018111802|403|11|93.66|23.45|88.04|24.99|qb_sack|(7:16) (Shotgun) M.Trubisky sacked at MIN 21 for -5 yards (E.Wilson).|1|2|11|CHI|MIN|16|07:16:00|26|S|-5|-5
2018111802_4174|2018111802|4174|11|79.13|26.92|80.19|9.16|pass_outcome_incomplete|(2:55) (Shotgun) M.Trubisky pass incomplete short right to T.Cohen.|4|3|4|CHI|MIN|30|02:55:00|40|I|0|0
2018111802_430|2018111802|430|11|88.07|26.31|94.01|52.94|out_of_bounds|(6:36) (No Huddle, Shotgun) M.Trubisky pass short left to T.Gabriel pushed ob at MIN 15 for 6 yards (X.Rhodes).|1|3|16|CHI|MIN|21|06:36:00|31|C|6|6
2018111802_801|2018111802|801|11|24.62|23.4|27.51|-0.79|out_of_bounds|(:53) (Shotgun) M.Trubisky pass short right to J.Howard pushed ob at CHI 17 for 2 yards (H.Smith) [E.Wilson].|1|1|10|CHI|CHI|15|00:53:00|95|C|2|2
2018111802_833|2018111802|833|11|26.81|23.44|35.34|53.37|out_of_bounds|(:33) (No Huddle) M.Trubisky pass short left to T.Burton pushed ob at CHI 26 for 9 yards (M.Alexander).|1|2|8|CHI|CHI|17|00:33:00|93|C|9|9
2018111802_903|2018111802|903|11|45.66|29.89|76.53|28.67|tackle|(14:19) (No Huddle, Shotgun) M.Trubisky pass deep middle intended for T.Gabriel INTERCEPTED by A.Harris at MIN 32. A.Harris to MIN 32 for no gain (T.Gabriel).|2|1|10|CHI|CHI|36|14:19:00|46|IN|0|0
2018112200_1383|2018112200|1383|12|36.22|29.49|44.81|6.67|tackle|(8:28) (Shotgun) C.Daniel pass short right to T.Gabriel to CHI 35 for 7 yards (M.Ford; N.Lawson).|2|2|7|CHI|CHI|28|08:28:00|38|C|7|7
2018112200_1434|2018112200|1434|12|45.89|23.55|60.83|2.08|tackle|(7:11) (Shotgun) C.Daniel pass short right to T.Burton to DET 49 for 13 yards (G.Quin).|2|2|7|CHI|CHI|38|07:11:00|48|C|13|13
2018112200_1459|2018112200|1459|12|59.97|23.63|63.75|5.21|pass_outcome_incomplete|(6:27) C.Daniel pass incomplete short right to J.Howard [E.Ansah].|2|1|10|CHI|DET|49|06:27:00|61|I|0|0
2018112200_1503|2018112200|1503|12|56.3|23.49|87.41|2.09|tackle|(5:35) (Shotgun) C.Daniel pass deep right to A.Robinson II to DET 23 for 29 yards (D.Slay).|2|3|13|CHI|CHI|48|05:35:00|58|C|29|29
2018112200_1528|2018112200|1528|12|85.25|23.79|111.56|55.7|pass_outcome_incomplete|(4:50) (Shotgun) C.Daniel pass incomplete deep left to A.Robinson II.|2|1|10|CHI|DET|23|04:50:00|87|I|0|0
2018112200_159|2018112200|159|12|36.29|23.08|44.26|53.4|tackle|(13:09) (Shotgun) C.Daniel pass short left to A.Miller to CHI 34 for 6 yards (C.Jones).|1|1|10|CHI|CHI|28|13:09:00|82|C|6|6
2018112200_1600|2018112200|1600|12|86.14|26.66|112.4|-1.82|pass_outcome_incomplete|(4:09) (Shotgun) C.Daniel pass incomplete deep right to T.Cohen.|2|3|9|CHI|DET|22|04:09:00|88|I|0|0
2018112200_1762|2018112200|1762|12|44.73|29.96|56.04|-0.1|out_of_bounds|(2:10) (Shotgun) C.Daniel pass short right to T.Gabriel pushed ob at CHI 46 for 11 yards (M.Ford).|2|1|10|CHI|CHI|35|02:10:00|45|C|11|11
2018112200_1817|2018112200|1817|12|54.45|23.8|62.4|12.2|tackle|(2:00) (Shotgun) C.Daniel pass short right to T.Gabriel to DET 47 for 7 yards (M.Ford).|2|1|10|CHI|CHI|46|02:00:00|56|C|7|7
2018112200_1842|2018112200|1842|12|62.06|23.64|89.24|3.69|tackle|(1:29) (Shotgun) C.Daniel pass deep middle to A.Miller to DET 21 for 26 yards (N.Lawson) [A.Robinson].|2|2|3|CHI|DET|47|01:29:00|63|C|26|26
2018112200_1867|2018112200|1867|12|88.1|23.45|100.04|0.34|tackle|(:50) (Shotgun) C.Daniel pass short right to T.Mizzell to DET 10 for 11 yards (Q.Diggs).|2|1|10|CHI|DET|21|00:50:00|89|C|11|11
2018112200_190|2018112200|190|12|41.76|29.33|68.22|1.76|pass_outcome_incomplete|(12:31) (Shotgun) C.Daniel pass incomplete deep right to A.Miller.|1|2|4|CHI|CHI|34|12:31:00|76|I|0|0
2018112200_1909|2018112200|1909|12|98.2|23.71|113.04|52.61|pass_outcome_touchdown|(:44) (Shotgun) C.Daniel pass short left to T.Mizzell for 10 yards, TOUCHDOWN.|2|1|10|CHI|DET|10|00:44:00|100|C|10|10
2018112200_219|2018112200|219|12|41.64|29.51|51.9|52.08|pass_outcome_incomplete|(12:25) (Shotgun) C.Daniel pass incomplete short left to T.Mizzell.|1|3|4|CHI|CHI|34|12:25:00|76|I|0|0
2018112200_2208|2018112200|2208|12|32.97|23.33|44.23|51.79|tackle|(15:00) (Shotgun) C.Daniel pass short left to T.Gabriel to CHI 34 for 9 yards (M.Ford).|3|1|10|CHI|CHI|25|15:00:00|85|C|9|9
2018112200_2255|2018112200|2255|12|45.57|29.52|50.77|-0.36|out_of_bounds|(13:40) (Shotgun) C.Daniel pass short right to T.Cohen ran ob at CHI 41 for 5 yards (D.Slay).|3|1|10|CHI|CHI|36|13:40:00|74|C|5|5
2018112200_2286|2018112200|2286|12|49.14|23.24|57.02|-0.24|out_of_bounds|(13:00) (Shotgun) C.Daniel pass short right to T.Cohen pushed ob at CHI 47 for 6 yards (J.Davis).|3|2|5|CHI|CHI|41|13:00:00|69|C|6|6
2018112200_2361|2018112200|2361|12|65.92|23.34|71.21|20.09|tackle|(11:12) (Shotgun) C.Daniel pass short middle to T.Burton to DET 40 for 2 yards (D.Kennard; T.Wilson).|3|1|10|CHI|DET|42|11:12:00|52|C|2|2
2018112200_2386|2018112200|2386|12|68.09|23.19|70.84|46.38|pass_outcome_incomplete|(10:33) (Shotgun) C.Daniel pass incomplete short left to T.Burton.|3|2|8|CHI|DET|40|10:33:00|50|I|0|0
2018112200_2421|2018112200|2421|12|68.85|23.27|70.41|25.62|qb_sack|(10:28) (Shotgun) C.Daniel sacked at DET 40 for 0 yards (E.Ansah).|3|3|8|CHI|DET|40|10:28:00|50|S|0|0
2018112200_2651|2018112200|2651|12|54.33|29.53|64.01|15.73|tackle|(6:36) (Shotgun) C.Daniel pass short right to A.Robinson II to DET 46 for 8 yards (D.Slay).|3|1|10|CHI|CHI|46|06:36:00|64|C|8|8
2018112200_2676|2018112200|2676|12|63.34|23.47|63.32|20.94|qb_sack|(5:58) (Shotgun) C.Daniel sacked at DET 46 for 0 yards (D.Harrison).|3|2|2|CHI|DET|46|05:58:00|56|S|0|0
2018112200_2735|2018112200|2735|12|52.67|29.49|54.85|4.39|pass_outcome_incomplete|(4:51) (Shotgun) C.Daniel pass incomplete short right to T.Burton.|3|3|11|CHI|CHI|45|04:51:00|65|I|0|0
2018112200_2992|2018112200|2992|12|26.65|23.43|36.4|-0.71|out_of_bounds|(1:28) (Shotgun) C.Daniel pass short right to T.Cohen pushed ob at CHI 27 for 9 yards (G.Quin) [D.Harrison]. PENALTY on DET-D.Harrison, Roughing the Passer, 15 yards, enforced at CHI 27.|3|1|10|CHI|CHI|18|01:28:00|92|C|9|24
2018112200_3028|2018112200|3028|12|52.04|23.45|91.33|5.62|pass_outcome_incomplete|(:52) C.Daniel pass incomplete deep right to A.Robinson II.|3|1|10|CHI|CHI|42|00:52:00|68|I|0|0
2018112200_3057|2018112200|3057|12|51.79|23.48|57.83|21.43|tackle|(:46) (Shotgun) C.Daniel pass short middle to J.Bellamy to CHI 49 for 7 yards (G.Quin).|3|2|10|CHI|CHI|42|00:46:00|68|C|7|7
2018112200_3082|2018112200|3082|12|58.35|23.17|67.03|51.75|tackle|(:06) (Shotgun) C.Daniel pass short left to T.Gabriel to DET 43 for 8 yards (M.Ford).|3|3|3|CHI|CHI|49|00:06:00|61|C|8|8
2018112200_3124|2018112200|3124|12|66.86|30.09|74.05|54.32|out_of_bounds|(15:00) (Shotgun) C.Daniel pass short left to T.Cohen pushed ob at DET 36 for 7 yards (C.Jones).|4|1|10|CHI|DET|43|15:00:00|67|C|7|7
2018112200_3159|2018112200|3159|12|73.58|29.83|81.76|51.73|tackle|(14:28) (Shotgun) A.Miller pass short left to C.Daniel to DET 28 for 8 yards (R.Okwara) [A.Robinson]. PENALTY on DET-R.Okwara, Face Mask (15 Yards), 14 yards, enforced at DET 28. Lateral back to #17.|4|2|3|CHI|DET|36|14:28:00|74|C|8|22
2018112200_3212|2018112200|3212|12|95.04|29.88|104.32|29.08|pass_outcome_incomplete|(13:51) (Shotgun) C.Daniel pass incomplete short middle to T.Burton [D.Kennard].|4|1|10|CHI|DET|14|13:51:00|96|I|0|0
2018112200_3238|2018112200|3238|12|95.12|29.85|113.99|2.24|pass_outcome_touchdown|(13:46) (Shotgun) C.Daniel pass short right to T.Cohen for 14 yards, TOUCHDOWN.|4|2|10|CHI|DET|14|13:46:00|96|C|14|14
2018112200_3584|2018112200|3584|12|33.16|29.92|65.19|1.42|pass_outcome_incomplete|(7:44) (Shotgun) C.Daniel pass incomplete deep right to T.Gabriel (M.Ford).|4|1|10|CHI|CHI|25|07:44:00|35|I|0|0
2018112200_3606|2018112200|3606|12|33.39|29.72|36.78|10.53|tackle|(7:38) (Shotgun) C.Daniel pass short right to J.Howard to CHI 27 for 2 yards (N.Lawson; D.Kennard).|4|2|10|CHI|CHI|25|07:38:00|35|C|2|2
2018112200_3631|2018112200|3631|12|35.42|23.55|29.67|28.74|qb_sack|(7:00) (Shotgun) C.Daniel sacked at CHI 21 for -6 yards (G.Quin).|4|3|8|CHI|CHI|27|07:00:00|37|S|-6|-6
2018112200_529|2018112200|529|12|23.62|25.13|34.23|-0.45|out_of_bounds|(7:07) (Shotgun) C.Daniel pass short right to T.Gabriel pushed ob at CHI 24 for 10 yards (N.Lawson).|1|2|9|CHI|CHI|14|07:07:00|96|C|10|10
2018112200_567|2018112200|567|12|33.26|23.46|44.18|18.55|tackle|(6:34) (Shotgun) C.Daniel pass short right to T.Burton to CHI 35 for 11 yards (G.Quin).|1|1|10|CHI|CHI|24|06:34:00|86|C|11|11
2018112200_592|2018112200|592|12|44.1|23.14|40.3|38.3|qb_sack|(5:55) (Shotgun) C.Daniel sacked at CHI 29 for -6 yards (sack split by R.Okwara and D.Harrison).|1|1|10|CHI|CHI|35|05:55:00|75|S|-6|-6
2018112200_635|2018112200|635|12|34.16|29.39|37.18|30.54|tackle|(4:42) (Shotgun) C.Daniel pass short middle to T.Cohen to CHI 28 for 4 yards (Q.Diggs).|1|2|21|CHI|CHI|24|04:42:00|86|C|4|4
2018112200_667|2018112200|667|12|37.54|29.26|46.45|31.33|tackle|(4:04) (Shotgun) C.Daniel pass short middle to A.Miller to CHI 37 for 9 yards (Q.Diggs).|1|3|17|CHI|CHI|28|04:04:00|82|C|9|9
2018112200_822|2018112200|822|12|46.68|23.34|44.05|5.86|tackle|(2:00) (Shotgun) C.Daniel pass short right to T.Gabriel to CHI 34 for -3 yards (M.Ford).|1|1|10|CHI|CHI|37|02:00:00|73|C|-3|-3
2018112200_880|2018112200|880|12|61.13|23.46|59.87|3.96|tackle|(:56) (Shotgun) C.Daniel pass short right to T.Cohen to DET 49 for no gain (D.Slay).|1|1|10|CHI|DET|49|00:56:00|59|C|0|0
2018112200_944|2018112200|944|12|67.42|23.77|50.64|46.76|tackle|(15:00) (Shotgun) C.Daniel pass short left to T.Burton to DET 38 for 4 yards (D.Shead). FUMBLES (D.Shead), RECOVERED by DET-J.Davis at DET 40. J.Davis to CHI 40 for 20 yards (J.Daniels). The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands.|2|3|3|CHI|DET|42|15:00:00|68|C|2|-18
2018120207_1100|2018120207|1100|13|58.61|29.76|72.5|55.9|out_of_bounds|(15:00) (Shotgun) C.Daniel pass short left to A.Robinson II ran ob at NYG 38 for 12 yards.|2|2|7|CHI|NA|50|15:00:00|60|C|12|12
2018120207_1186|2018120207|1186|13|85.09|29.9|74.65|49.62|tackle|(13:16) (Shotgun) C.Daniel pass short left intended for T.Cohen INTERCEPTED by A.Ogletree at NYG 14. A.Ogletree to NYG 34 for 20 yards (C.Whitehair, C.Daniel).|2|1|10|CHI|NYG|23|13:16:00|87|IN|0|0
2018120207_1298|2018120207|1298|13|28.76|23.84|35.95|-0.72|out_of_bounds|(12:07) C.Daniel pass short right to T.Cohen ran ob at CHI 26 for 6 yards (B.Webb).|2|1|10|CHI|CHI|20|12:07:00|30|C|6|6
2018120207_1648|2018120207|1648|13|68.88|29.56|101.77|-1.36|out_of_bounds|(6:05) (Shotgun) C.Daniel pass deep right to A.Robinson II pushed ob at NYG 9 for 30 yards (B.Webb) [R.McIntosh].|2|2|9|CHI|NYG|39|06:05:00|71|C|30|30
2018120207_2061|2018120207|2061|13|27.69|26.76|16.2|17.16|qb_sack|(1:39) (Shotgun) C.Daniel sacked at CHI 8 for -11 yards (B.Hill).|2|2|12|CHI|CHI|19|01:39:00|29|S|-11|-11
2018120207_234|2018120207|234|13|16.99|29.49|30.7|36.33|pass_outcome_incomplete|(13:16) (Shotgun) C.Daniel pass incomplete short left to A.Robinson II (J.Jenkins).|1|2|14|CHI|CHI|8|13:16:00|102|I|0|0
2018120207_2488|2018120207|2488|13|29.06|26.53|38.65|6.97|pass_outcome_incomplete|(12:14) (Shotgun) C.Daniel pass incomplete short right to A.Robinson II.|3|2|13|CHI|CHI|22|12:14:00|32|I|0|0
2018120207_2510|2018120207|2510|13|29.29|26.1|35.86|2.68|tackle|(12:10) (Shotgun) C.Daniel pass short right to J.Howard to CHI 26 for 4 yards (B.Webb, K.Wynn).|3|3|13|CHI|CHI|22|12:10:00|32|C|4|4
2018120207_256|2018120207|256|13|16.76|29.28|20|43.13|tackle|(13:12) (Shotgun) C.Daniel pass short left to T.Cohen to CHI 10 for 2 yards (M.Edwards).|1|3|14|CHI|CHI|8|13:12:00|102|C|2|2
2018120207_2994|2018120207|2994|13|36.81|30.01|45.46|46.49|pass_outcome_incomplete|(3:26) (Shotgun) C.Daniel pass incomplete short left to T.Gabriel.|3|2|6|CHI|CHI|29|03:26:00|39|I|0|0
2018120207_3016|2018120207|3016|13|36.52|29.57|45.86|28.9|tackle|(3:21) (Shotgun) C.Daniel pass short middle to T.Mizzell to CHI 36 for 7 yards (G.Haley).|3|3|6|CHI|CHI|29|03:21:00|39|C|7|7
2018120207_3041|2018120207|3041|13|44.15|29.83|50.15|23.72|tackle|(2:46) (Shotgun) C.Daniel pass short middle to T.Gabriel to CHI 42 for 6 yards (A.Ogletree).|3|1|10|CHI|CHI|36|02:46:00|46|C|6|6
2018120207_3066|2018120207|3066|13|49.31|23.83|59.12|15.39|tackle|(2:02) (Shotgun) C.Daniel pass short right to A.Robinson II to 50 for 8 yards (B.Webb, U.Eligwe).|3|2|4|CHI|CHI|42|02:02:00|52|C|8|8
2018120207_3091|2018120207|3091|13|57.79|23.86|54.06|20.23|qb_sack|(1:22) (Shotgun) C.Daniel sacked at CHI 45 for -5 yards (B.Hill).|3|1|10|CHI|NA|50|01:22:00|60|S|-5|-5
2018120207_3156|2018120207|3156|13|57.22|23.13|49.49|12.29|qb_sack|(15:00) (Shotgun) C.Daniel sacked at CHI 41 for -8 yards (O.Vernon). NYG-O.Vernon was injured during the play.|4|3|11|CHI|CHI|49|15:00:00|61|S|-8|-8
2018120207_3368|2018120207|3368|13|33.17|29.13|81.98|42.38|tackle|(12:33) (Shotgun) C.Daniel pass deep left to T.Cohen to NYG 28 for 46 yards (L.Collins).|4|1|10|CHI|CHI|26|12:33:00|84|C|46|46
2018120207_3393|2018120207|3393|13|80.63|29.24|89.78|-1.68|out_of_bounds|(11:36) (Shotgun) C.Daniel pass short right to T.Cohen ran ob at NYG 21 for 7 yards (B.Webb).|4|1|10|CHI|NYG|28|11:36:00|38|C|7|7
2018120207_3424|2018120207|3424|13|85.97|23.46|97.11|3.75|tackle|(11:00) (Shotgun) C.Daniel pass short right to J.Bellamy to NYG 13 for 8 yards (G.Haley).|4|2|3|CHI|NYG|21|11:00:00|31|C|8|8
2018120207_3472|2018120207|3472|13|91.25|23.44|116.43|-2.33|pass_outcome_incomplete|(10:01) C.Daniel pass incomplete deep right to B.Braunecker.|4|1|15|CHI|NYG|18|10:01:00|28|I|0|0
2018120207_3494|2018120207|3494|13|90.01|23.51|120.67|56.41|pass_outcome_incomplete|(9:53) (Shotgun) C.Daniel pass incomplete deep left to T.Burton.|4|2|15|CHI|NYG|18|09:53:00|28|I|0|0
2018120207_3516|2018120207|3516|13|90.62|23.44|94.67|-1.18|out_of_bounds|(9:47) (Shotgun) C.Daniel pass short right to T.Cohen pushed ob at NYG 18 for no gain (B.Webb). Penalty on CHI-T.Gabriel, Offensive Pass Interference, declined.|4|3|15|CHI|NYG|18|09:47:00|28|C|0|0
2018120207_3948|2018120207|3948|13|9.54|23.13|23.99|15.82|tackle|(2:26) (Shotgun) C.Daniel pass short right to T.Gabriel to CHI 9 for 7 yards (B.Webb). FUMBLES (B.Webb), RECOVERED by NYG-S.Chandler at CHI 13.|4|1|10|CHI|CHI|2|02:26:00|108|C|7|11
2018120207_4184|2018120207|4184|13|32.84|23.16|56.27|-1.49|out_of_bounds|(1:49) (Shotgun) C.Daniel pass short right to A.Robinson II pushed ob at CHI 44 for 19 yards (M.Thomas).|4|1|10|CHI|CHI|25|01:49:00|85|C|19|19
2018120207_4215|2018120207|4215|13|51.54|23.21|62.06|-0.77|out_of_bounds|(1:42) (Shotgun) C.Daniel pass short right to T.Cohen pushed ob at NYG 48 for 8 yards (G.Haley).|4|1|10|CHI|CHI|44|01:42:00|66|C|8|8
2018120207_4246|2018120207|4246|13|59.45|23.44|95.88|0.07|tackle|(1:36) (Shotgun) C.Daniel pass deep right to T.Cohen pushed ob at NYG 16 for 32 yards (G.Haley) [O.Vernon]. PENALTY on NYG-S.Chandler, Roughing the Passer, 8 yards, enforced at NYG 16.|4|2|2|CHI|NYG|48|01:36:00|58|C|32|40
2018120207_4288|2018120207|4288|13|100.94|23.33|117.57|-3.07|pass_outcome_incomplete|(1:28) (Shotgun) C.Daniel pass incomplete short right to A.Robinson II.|4|1|8|CHI|NYG|8|01:28:00|18|I|0|0
2018120207_4310|2018120207|4310|13|101.83|23.34|110.8|28.48|pass_outcome_incomplete|(1:24) (Shotgun) C.Daniel pass incomplete short middle to A.Miller.|4|2|8|CHI|NYG|8|01:24:00|18|I|0|0
2018120207_4342|2018120207|4342|13|100.52|23.14|108.38|-1.26|out_of_bounds|(1:20) (Shotgun) C.Daniel pass short right to T.Cohen pushed ob at NYG 3 for 5 yards (B.Webb).|4|3|8|CHI|NYG|8|01:20:00|18|C|5|5
2018120207_443|2018120207|443|13|47.42|23.45|54.05|25.92|pass_outcome_incomplete|(9:41) (Shotgun) C.Daniel pass incomplete short middle to A.Robinson II (J.Jenkins).|1|3|2|CHI|CHI|39|09:41:00|71|I|0|0
2018120207_4436|2018120207|4436|13|56.49|23.59|71.71|-0.85|out_of_bounds|(1:13) (Shotgun) C.Daniel pass short right to T.Cohen pushed ob at NYG 39 for 14 yards (G.Haley). Penalty on NYG-M.Thomas, Defensive Holding, declined.|4|1|10|CHI|CHI|47|01:13:00|63|C|14|14
